event_type,resource_id,resource_name,resource_type,enterprise_id,timestamp,client_ip,geoip,user_agent,success
user_login_event,user_11,user_11,user,enterprise_5,2025-06-04T05:37:44,95.165.68.93,"{""country_code"": ""RU"", ""continent_code"": ""EU"", ""region_name"": ""Moscow"", ""region_code"": ""RU"", ""timezone"": ""Europe/Moscow"", ""latitude"": 55.7034, ""longitude"": 37.7111}","{""browser"": ""Chrome"", ""browser_version"": ""112.0"", ""os"": ""Windows"", ""os_version"": ""11.0"", ""device"": ""Windows-PC""}",True
user_login_event,user_19,user_19,user,enterprise_5,2025-05-22T04:37:44,175.223.103.111,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.4223, ""longitude"": 127.2522}","{""browser"": ""Firefox"", ""browser_version"": ""111.0"", ""os"": ""Windows"", ""os_version"": ""12.0"", ""device"": ""US-MacBook.local""}",True
user_login_event,user_10,user_10,user,enterprise_10,2025-06-08T06:37:44,103.248.98.187,"{""country_code"": ""IN"", ""continent_code"": ""AS"", ""region_name"": ""New Delhi"", ""region_code"": ""IN"", ""timezone"": ""Asia/Kolkata"", ""latitude"": 28.5019, ""longitude"": 77.1965}","{""browser"": ""Edge"", ""browser_version"": ""113.0"", ""os"": ""Linux"", ""os_version"": ""10.0"", ""device"": ""MacBook-Pro.local""}",True
user_login_event,user_16,user_16,user,enterprise_1,2025-05-29T05:37:44,222.99.23.246,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.0955, ""longitude"": 126.6711}","{""browser"": ""Chrome"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""14.0"", ""device"": ""US-Office-Desktop""}",True
user_login_event,user_12,user_12,user,enterprise_9,2025-04-19T06:37:44,175.223.62.174,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.9181, ""longitude"": 126.6345}","{""browser"": ""Safari"", ""browser_version"": ""113.0"", ""os"": ""Windows"", ""os_version"": ""14.0"", ""device"": ""US-Windows-PC""}",True
user_login_event,user_4,user_4,user,enterprise_5,2025-04-20T05:37:44,104.192.41.233,"{""country_code"": ""US"", ""continent_code"": ""NA"", ""region_name"": ""New York"", ""region_code"": ""US"", ""timezone"": ""America/New_York"", ""latitude"": 41.5632, ""longitude"": -76.9275}","{""browser"": ""Firefox"", ""browser_version"": ""110.0"", ""os"": ""Linux"", ""os_version"": ""14.0"", ""device"": ""US-Linux-Box""}",True
user_login_event,user_2,user_2,user,enterprise_5,2025-05-06T14:37:44,211.45.91.131,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.4618, ""longitude"": 127.3702}","{""browser"": ""Chrome"", ""browser_version"": ""111.0"", ""os"": ""Linux"", ""os_version"": ""14.0"", ""device"": ""US-Windows-PC""}",True
user_login_event,user_12,user_12,user,enterprise_9,2025-05-20T09:37:44,222.99.3.51,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.8646, ""longitude"": 126.0893}","{""browser"": ""Safari"", ""browser_version"": ""110.0"", ""os"": ""Windows"", ""os_version"": ""12.0"", ""device"": ""US-Windows-PC""}",True
user_login_event,user_9,user_9,user,enterprise_3,2025-05-30T08:37:44,90.63.235.168,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.88, ""longitude"": 2.5806}","{""browser"": ""Firefox"", ""browser_version"": ""114.0"", ""os"": ""Windows"", ""os_version"": ""14.0"", ""device"": ""Shared-Workstation""}",True
user_login_event,user_15,user_15,user,enterprise_10,2025-05-25T06:37:44,103.27.12.64,"{""country_code"": ""IN"", ""continent_code"": ""AS"", ""region_name"": ""New Delhi"", ""region_code"": ""IN"", ""timezone"": ""Asia/Kolkata"", ""latitude"": 28.485, ""longitude"": 76.8809}","{""browser"": ""Safari"", ""browser_version"": ""112.0"", ""os"": ""Windows"", ""os_version"": ""13.0"", ""device"": ""Office-Desktop""}",True
user_login_event,user_2,user_2,user,enterprise_5,2025-05-09T04:37:44,211.45.62.187,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.4494, ""longitude"": 126.577}","{""browser"": ""Chrome"", ""browser_version"": ""112.0"", ""os"": ""Linux"", ""os_version"": ""10.0"", ""device"": ""US-Windows-PC""}",True
user_login_event,user_11,user_11,user,enterprise_5,2025-06-03T10:37:44,213.87.229.180,"{""country_code"": ""RU"", ""continent_code"": ""EU"", ""region_name"": ""Moscow"", ""region_code"": ""RU"", ""timezone"": ""Europe/Moscow"", ""latitude"": 55.8528, ""longitude"": 37.3961}","{""browser"": ""Edge"", ""browser_version"": ""114.0"", ""os"": ""Windows"", ""os_version"": ""12.0"", ""device"": ""Office-Desktop""}",True
user_login_event,user_14,user_14,user,enterprise_5,2025-05-23T08:37:44,62.147.43.11,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9484, ""longitude"": 2.2587}","{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Airport-Terminal""}",True
user_login_event,user_18,user_18,user,enterprise_9,2025-06-09T05:37:44,222.99.158.103,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.244, ""longitude"": 126.1326}","{""browser"": ""Edge"", ""browser_version"": ""115.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""US-MacBook.local""}",True
user_login_event,user_15,user_15,user,enterprise_10,2025-06-18T06:37:44,103.248.98.232,"{""country_code"": ""IN"", ""continent_code"": ""AS"", ""region_name"": ""New Delhi"", ""region_code"": ""IN"", ""timezone"": ""Asia/Kolkata"", ""latitude"": 28.5143, ""longitude"": 76.9509}","{""browser"": ""Safari"", ""browser_version"": ""112.0"", ""os"": ""Windows"", ""os_version"": ""13.0"", ""device"": ""Linux-Workstation""}",True
user_login_event,user_4,user_4,user,enterprise_5,2025-04-28T13:37:44,157.131.124.34,"{""country_code"": ""US"", ""continent_code"": ""NA"", ""region_name"": ""New York"", ""region_code"": ""US"", ""timezone"": ""America/New_York"", ""latitude"": 40.7719, ""longitude"": -77.6023}","{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""Linux"", ""os_version"": ""11.0"", ""device"": ""US-Office-Desktop""}",True
user_login_event,user_7,user_7,user,enterprise_2,2025-05-05T08:37:44,178.140.49.92,"{""country_code"": ""RU"", ""continent_code"": ""EU"", ""region_name"": ""Moscow"", ""region_code"": ""RU"", ""timezone"": ""Europe/Moscow"", ""latitude"": 55.8192, ""longitude"": 37.2283}","{""browser"": ""Firefox"", ""browser_version"": ""111.0"", ""os"": ""MacOS"", ""os_version"": ""10.0"", ""device"": ""Linux-Workstation""}",True
user_login_event,user_19,user_19,user,enterprise_5,2025-05-27T12:37:44,222.99.137.193,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.4762, ""longitude"": 126.4817}","{""browser"": ""Chrome"", ""browser_version"": ""111.0"", ""os"": ""Windows"", ""os_version"": ""13.0"", ""device"": ""US-MacBook.local""}",False
user_login_event,user_11,user_11,user,enterprise_5,2025-05-25T06:37:44,95.165.164.222,"{""country_code"": ""RU"", ""continent_code"": ""EU"", ""region_name"": ""Moscow"", ""region_code"": ""RU"", ""timezone"": ""Europe/Moscow"", ""latitude"": 55.7361, ""longitude"": 37.3273}","{""browser"": ""Safari"", ""browser_version"": ""113.0"", ""os"": ""Windows"", ""os_version"": ""10.0"", ""device"": ""MacBook-Pro.local""}",True
user_login_event,user_3,user_3,user,enterprise_7,2025-03-31T07:37:44,103.248.96.186,"{""country_code"": ""IN"", ""continent_code"": ""AS"", ""region_name"": ""New Delhi"", ""region_code"": ""IN"", ""timezone"": ""Asia/Kolkata"", ""latitude"": 28.8774, ""longitude"": 77.0602}","{""browser"": ""Safari"", ""browser_version"": ""115.0"", ""os"": ""MacOS"", ""os_version"": ""14.0"", ""device"": ""Office-Desktop""}",True
user_login_event,user_7,user_7,user,enterprise_2,2025-05-21T04:37:44,213.87.134.19,"{""country_code"": ""RU"", ""continent_code"": ""EU"", ""region_name"": ""Moscow"", ""region_code"": ""RU"", ""timezone"": ""Europe/Moscow"", ""latitude"": 55.5306, ""longitude"": 37.0822}","{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""14.0"", ""device"": ""Windows-PC""}",True
user_login_event,user_17,user_17,user,enterprise_2,2025-04-17T08:37:44,178.140.103.142,"{""country_code"": ""RU"", ""continent_code"": ""EU"", ""region_name"": ""Moscow"", ""region_code"": ""RU"", ""timezone"": ""Europe/Moscow"", ""latitude"": 55.9285, ""longitude"": 37.5116}","{""browser"": ""Safari"", ""browser_version"": ""111.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Office-Desktop""}",True
user_login_event,user_5,user_5,user,enterprise_9,2025-05-06T03:37:44,175.223.83.97,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.8074, ""longitude"": 126.9331}","{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""Windows"", ""os_version"": ""13.0"", ""device"": ""US-Windows-PC""}",True
user_login_event,user_11,user_11,user,enterprise_5,2025-04-20T04:37:44,213.87.192.211,"{""country_code"": ""RU"", ""continent_code"": ""EU"", ""region_name"": ""Moscow"", ""region_code"": ""RU"", ""timezone"": ""Europe/Moscow"", ""latitude"": 55.978, ""longitude"": 37.9874}","{""browser"": ""Safari"", ""browser_version"": ""115.0"", ""os"": ""Windows"", ""os_version"": ""10.0"", ""device"": ""Office-Desktop""}",True
user_login_event,user_16,user_16,user,enterprise_1,2025-05-02T02:37:44,175.223.161.187,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.5392, ""longitude"": 127.4178}","{""browser"": ""Chrome"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""US-Office-Desktop""}",True
user_login_event,user_10,user_10,user,enterprise_10,2025-04-16T04:37:44,103.248.97.252,"{""country_code"": ""IN"", ""continent_code"": ""AS"", ""region_name"": ""New Delhi"", ""region_code"": ""IN"", ""timezone"": ""Asia/Kolkata"", ""latitude"": 28.696, ""longitude"": 77.2983}","{""browser"": ""Edge"", ""browser_version"": ""111.0"", ""os"": ""Linux"", ""os_version"": ""12.0"", ""device"": ""Office-Desktop""}",True
user_login_event,user_19,user_19,user,enterprise_5,2025-04-14T08:37:44,175.223.79.132,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.1193, ""longitude"": 126.7065}","{""browser"": ""Chrome"", ""browser_version"": ""111.0"", ""os"": ""Windows"", ""os_version"": ""14.0"", ""device"": ""US-Windows-PC""}",True
user_login_event,user_13,user_13,user,enterprise_5,2025-06-17T04:37:44,90.63.146.247,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.838, ""longitude"": 2.4782}","{""browser"": ""Chrome"", ""browser_version"": ""112.0"", ""os"": ""Linux"", ""os_version"": ""11.0"", ""device"": ""Airport-Terminal""}",True
user_login_event,user_14,user_14,user,enterprise_5,2025-05-17T08:37:44,62.147.182.97,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8966, ""longitude"": 2.2111}","{""browser"": ""Firefox"", ""browser_version"": ""111.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Airport-Terminal""}",True
user_login_event,user_20,user_20,user,enterprise_4,2025-06-18T13:37:44,182.64.163.112,"{""country_code"": ""IN"", ""continent_code"": ""AS"", ""region_name"": ""New Delhi"", ""region_code"": ""IN"", ""timezone"": ""Asia/Kolkata"", ""latitude"": 28.5563, ""longitude"": 77.1573}","{""browser"": ""Firefox"", ""browser_version"": ""115.0"", ""os"": ""Linux"", ""os_version"": ""11.0"", ""device"": ""Office-Desktop""}",False
user_login_event,user_4,user_4,user,enterprise_5,2025-04-19T06:37:44,23.106.112.191,"{""country_code"": ""US"", ""continent_code"": ""NA"", ""region_name"": ""New York"", ""region_code"": ""US"", ""timezone"": ""America/New_York"", ""latitude"": 42.5238, ""longitude"": -78.9148}","{""browser"": ""Safari"", ""browser_version"": ""112.0"", ""os"": ""Linux"", ""os_version"": ""13.0"", ""device"": ""US-Office-Desktop""}",True
user_login_event,user_20,user_20,user,enterprise_4,2025-06-01T08:37:44,103.248.96.68,"{""country_code"": ""IN"", ""continent_code"": ""AS"", ""region_name"": ""New Delhi"", ""region_code"": ""IN"", ""timezone"": ""Asia/Kolkata"", ""latitude"": 28.5901, ""longitude"": 76.896}","{""browser"": ""Firefox"", ""browser_version"": ""111.0"", ""os"": ""Linux"", ""os_version"": ""10.0"", ""device"": ""Office-Desktop""}",False
user_login_event,user_1,user_1,user,enterprise_3,2025-05-31T09:37:44,222.99.209.89,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.2975, ""longitude"": 127.1612}","{""browser"": ""Edge"", ""browser_version"": ""111.0"", ""os"": ""Windows"", ""os_version"": ""12.0"", ""device"": ""Office-Desktop""}",True
user_login_event,user_10,user_10,user,enterprise_10,2025-04-11T08:37:44,103.27.14.81,"{""country_code"": ""IN"", ""continent_code"": ""AS"", ""region_name"": ""New Delhi"", ""region_code"": ""IN"", ""timezone"": ""Asia/Kolkata"", ""latitude"": 28.7397, ""longitude"": 76.9178}","{""browser"": ""Edge"", ""browser_version"": ""114.0"", ""os"": ""Linux"", ""os_version"": ""14.0"", ""device"": ""Windows-PC""}",True
user_login_event,user_7,user_7,user,enterprise_2,2025-04-02T05:37:44,178.140.200.215,"{""country_code"": ""RU"", ""continent_code"": ""EU"", ""region_name"": ""Moscow"", ""region_code"": ""RU"", ""timezone"": ""Europe/Moscow"", ""latitude"": 55.7055, ""longitude"": 37.7921}","{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""MacBook-Pro.local""}",True
user_login_event,user_3,user_3,user,enterprise_7,2025-05-14T09:37:44,103.248.97.73,"{""country_code"": ""IN"", ""continent_code"": ""AS"", ""region_name"": ""New Delhi"", ""region_code"": ""IN"", ""timezone"": ""Asia/Kolkata"", ""latitude"": 28.6854, ""longitude"": 77.252}","{""browser"": ""Firefox"", ""browser_version"": ""111.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Mobile-Phone""}",True
user_login_event,user_2,user_2,user,enterprise_5,2025-04-08T07:37:44,90.63.164.89,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8231, ""longitude"": 2.3502}","{""browser"": ""Chrome"", ""browser_version"": ""111.0"", ""os"": ""Linux"", ""os_version"": ""11.0"", ""device"": ""US-Windows-PC""}",False
user_login_event,user_20,user_20,user,enterprise_4,2025-05-29T12:37:44,103.248.99.120,"{""country_code"": ""IN"", ""continent_code"": ""AS"", ""region_name"": ""New Delhi"", ""region_code"": ""IN"", ""timezone"": ""Asia/Kolkata"", ""latitude"": 28.8084, ""longitude"": 77.0356}","{""browser"": ""Safari"", ""browser_version"": ""112.0"", ""os"": ""Linux"", ""os_version"": ""13.0"", ""device"": ""MacBook-Pro.local""}",True
user_login_event,user_1,user_1,user,enterprise_3,2025-05-15T06:37:44,222.99.123.109,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.418, ""longitude"": 126.2907}","{""browser"": ""Edge"", ""browser_version"": ""114.0"", ""os"": ""Windows"", ""os_version"": ""12.0"", ""device"": ""US-MacBook.local""}",True
user_login_event,user_12,user_12,user,enterprise_9,2025-04-19T02:37:44,175.223.26.148,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.7931, ""longitude"": 126.3903}","{""browser"": ""Safari"", ""browser_version"": ""110.0"", ""os"": ""Windows"", ""os_version"": ""11.0"", ""device"": ""US-Office-Desktop""}",True
user_login_event,user_3,user_3,user,enterprise_7,2025-06-12T11:37:44,103.27.13.102,"{""country_code"": ""IN"", ""continent_code"": ""AS"", ""region_name"": ""New Delhi"", ""region_code"": ""IN"", ""timezone"": ""Asia/Kolkata"", ""latitude"": 28.4301, ""longitude"": 77.0584}","{""browser"": ""Safari"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Windows-PC""}",True
user_login_event,user_19,user_19,user,enterprise_5,2025-06-06T05:37:44,175.223.143.7,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.1303, ""longitude"": 126.2264}","{""browser"": ""Chrome"", ""browser_version"": ""112.0"", ""os"": ""Windows"", ""os_version"": ""14.0"", ""device"": ""US-Linux-Box""}",True
user_login_event,user_16,user_16,user,enterprise_1,2025-05-02T07:37:44,175.223.86.17,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.4496, ""longitude"": 127.4486}","{""browser"": ""Firefox"", ""browser_version"": ""112.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""US-Linux-Box""}",True
user_login_event,user_19,user_19,user,enterprise_5,2025-04-19T11:37:44,175.223.211.158,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.4939, ""longitude"": 126.4419}","{""browser"": ""Chrome"", ""browser_version"": ""115.0"", ""os"": ""Windows"", ""os_version"": ""10.0"", ""device"": ""Mobile-Phone""}",True
user_login_event,user_3,user_3,user,enterprise_7,2025-06-18T07:37:44,103.248.96.5,"{""country_code"": ""IN"", ""continent_code"": ""AS"", ""region_name"": ""New Delhi"", ""region_code"": ""IN"", ""timezone"": ""Asia/Kolkata"", ""latitude"": 28.7269, ""longitude"": 77.3456}","{""browser"": ""Firefox"", ""browser_version"": ""111.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""MacBook-Pro.local""}",True
user_login_event,user_6,user_6,user,enterprise_4,2025-04-01T11:37:44,182.64.180.157,"{""country_code"": ""IN"", ""continent_code"": ""AS"", ""region_name"": ""New Delhi"", ""region_code"": ""IN"", ""timezone"": ""Asia/Kolkata"", ""latitude"": 28.6551, ""longitude"": 77.2376}","{""browser"": ""Safari"", ""browser_version"": ""115.0"", ""os"": ""Windows"", ""os_version"": ""14.0"", ""device"": ""Windows-PC""}",True
user_login_event,user_9,user_9,user,enterprise_3,2025-04-10T08:37:44,62.147.100.22,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.811, ""longitude"": 2.2737}","{""browser"": ""Firefox"", ""browser_version"": ""114.0"", ""os"": ""Windows"", ""os_version"": ""13.0"", ""device"": ""Mobile-Phone""}",True
user_login_event,user_5,user_5,user,enterprise_9,2025-06-22T13:37:44,211.45.36.142,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.7689, ""longitude"": 127.2804}","{""browser"": ""Chrome"", ""browser_version"": ""115.0"", ""os"": ""Windows"", ""os_version"": ""13.0"", ""device"": ""Office-Desktop""}",True
user_login_event,user_2,user_2,user,enterprise_5,2025-05-21T10:37:44,211.45.93.48,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.149, ""longitude"": 127.4042}","{""browser"": ""Chrome"", ""browser_version"": ""111.0"", ""os"": ""Linux"", ""os_version"": ""12.0"", ""device"": ""US-MacBook.local""}",True
user_login_event,user_14,user_14,user,enterprise_5,2025-06-10T05:37:44,90.63.135.109,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8591, ""longitude"": 2.5801}","{""browser"": ""Firefox"", ""browser_version"": ""111.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Office-Desktop""}",True
user_login_event,user_9,user_9,user,enterprise_3,2025-04-05T04:37:44,195.154.187.35,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8915, ""longitude"": 2.4645}","{""browser"": ""Firefox"", ""browser_version"": ""115.0"", ""os"": ""Windows"", ""os_version"": ""10.0"", ""device"": ""Mobile-Phone""}",True
user_login_event,user_14,user_14,user,enterprise_5,2025-04-01T10:37:44,195.154.56.96,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9373, ""longitude"": 2.3273}","{""browser"": ""Firefox"", ""browser_version"": ""111.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Shared-Workstation""}",True
user_login_event,user_18,user_18,user,enterprise_9,2025-04-29T05:37:44,222.99.203.103,"{""country_code"": ""KR"", ""continent_code"": ""AS"", ""region_name"": ""Seoul"", ""region_code"": ""KR"", ""timezone"": ""Asia/Seoul"", ""latitude"": 37.047, ""longitude"": 126.1595}","{""browser"": ""Edge"", ""browser_version"": ""111.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""US-MacBook.local""}",True
