event_type,geoip,client_ip,user_agent,resource_id,resource_name,resource_type,timestamp,enterprise_id,success
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8319, ""longitude"": 2.5926}",62.147.232.252,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-05T14:26:15,enterprise_1,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.942, ""longitude"": 2.3031}",195.154.56.77,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-07-06T18:35:35,enterprise_7,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9642, ""longitude"": 2.0904}",90.63.53.233,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-07T17:06:38,enterprise_10,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9168, ""longitude"": 2.2931}",195.154.244.237,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-08T15:03:01,enterprise_2,False
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8894, ""longitude"": 2.3788}",195.154.216.63,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-09T19:02:34,enterprise_9,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9501, ""longitude"": 2.5106}",195.154.166.36,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-07-10T18:42:29,enterprise_9,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9541, ""longitude"": 2.3257}",90.63.143.115,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-11T10:39:00,enterprise_1,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9898, ""longitude"": 2.1059}",90.63.7.11,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-12T15:10:16,enterprise_7,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9969, ""longitude"": 2.4454}",90.63.93.159,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-13T13:40:07,enterprise_5,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9608, ""longitude"": 2.0117}",90.63.44.128,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-14T21:33:49,enterprise_8,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9838, ""longitude"": 2.1053}",62.147.59.195,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-15T20:21:44,enterprise_10,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9641, ""longitude"": 2.1178}",195.154.78.202,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-16T15:27:07,enterprise_10,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8133, ""longitude"": 2.4465}",62.147.57.18,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-07-17T18:42:57,enterprise_10,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9895, ""longitude"": 2.2399}",62.147.223.164,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-18T11:32:01,enterprise_10,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8602, ""longitude"": 2.4084}",90.63.182.71,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-19T21:21:20,enterprise_8,False
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8109, ""longitude"": 2.2009}",195.154.169.252,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-20T09:01:41,enterprise_1,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9888, ""longitude"": 2.3217}",195.154.119.213,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-21T17:26:31,enterprise_1,False
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9598, ""longitude"": 2.3228}",195.154.32.239,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Shared-Workstation""}",590538,user_1,user,2025-07-22T17:43:11,enterprise_2,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.814, ""longitude"": 2.0533}",90.63.41.15,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-07-23T12:46:17,enterprise_1,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.802, ""longitude"": 2.5274}",90.63.48.222,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-07-24T18:33:56,enterprise_4,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9337, ""longitude"": 2.3521}",62.147.105.49,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-07-25T21:36:31,enterprise_5,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9971, ""longitude"": 2.1933}",62.147.199.245,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-07-26T10:38:32,enterprise_6,False
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.914, ""longitude"": 2.0932}",62.147.84.126,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-07-27T10:04:12,enterprise_1,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8107, ""longitude"": 2.4705}",62.147.163.94,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Shared-Workstation""}",590538,user_1,user,2025-07-28T20:53:20,enterprise_6,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9665, ""longitude"": 2.3977}",195.154.20.75,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-07-29T21:45:06,enterprise_8,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9857, ""longitude"": 2.1953}",62.147.194.209,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Shared-Workstation""}",590538,user_1,user,2025-07-30T11:39:57,enterprise_2,False
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8911, ""longitude"": 2.3731}",195.154.169.85,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Shared-Workstation""}",590538,user_1,user,2025-07-31T18:09:38,enterprise_1,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9452, ""longitude"": 2.015}",90.63.96.0,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-08-01T13:40:29,enterprise_7,False
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8317, ""longitude"": 2.2785}",62.147.246.27,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-08-02T14:33:40,enterprise_8,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9659, ""longitude"": 2.3555}",90.63.102.90,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-08-03T20:09:31,enterprise_8,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9043, ""longitude"": 2.3202}",62.147.16.208,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-08-04T16:37:32,enterprise_1,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9894, ""longitude"": 2.2045}",90.63.217.204,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Shared-Workstation""}",590538,user_1,user,2025-08-05T20:42:52,enterprise_1,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9097, ""longitude"": 2.5719}",195.154.78.195,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-08-06T12:22:11,enterprise_9,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8429, ""longitude"": 2.283}",62.147.210.240,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-08-07T15:26:02,enterprise_10,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8857, ""longitude"": 2.4171}",62.147.144.253,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-08-08T17:11:30,enterprise_1,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9672, ""longitude"": 2.0954}",62.147.228.68,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-08-09T14:18:13,enterprise_1,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9287, ""longitude"": 2.0393}",90.63.151.67,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-08-10T21:50:26,enterprise_2,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9796, ""longitude"": 2.4468}",62.147.89.224,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Airport-Terminal""}",590538,user_1,user,2025-08-11T17:54:16,enterprise_1,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.95, ""longitude"": 2.048}",62.147.228.104,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Shared-Workstation""}",590538,user_1,user,2025-08-12T12:16:46,enterprise_3,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9524, ""longitude"": 2.1801}",90.63.119.20,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-08-13T21:06:10,enterprise_4,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.94, ""longitude"": 2.3002}",195.154.229.184,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Shared-Workstation""}",590538,user_1,user,2025-08-14T10:32:14,enterprise_5,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9711, ""longitude"": 2.4681}",62.147.89.217,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Shared-Workstation""}",590538,user_1,user,2025-08-15T17:47:41,enterprise_5,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.844, ""longitude"": 2.4778}",62.147.167.11,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Shared-Workstation""}",590538,user_1,user,2025-08-16T18:46:17,enterprise_4,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8524, ""longitude"": 2.1566}",62.147.57.166,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-08-17T14:53:49,enterprise_10,False
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8115, ""longitude"": 2.5842}",195.154.120.65,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Shared-Workstation""}",590538,user_1,user,2025-08-18T20:55:15,enterprise_3,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.8234, ""longitude"": 2.1453}",62.147.206.65,"{""browser"": ""Safari"", ""browser_version"": ""14.0"", ""os"": ""MacOS"", ""os_version"": ""11.0"", ""device"": ""Shared-Workstation""}",590538,user_1,user,2025-08-19T16:25:06,enterprise_1,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9355, ""longitude"": 2.3404}",195.154.150.58,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Shared-Workstation""}",590538,user_1,user,2025-08-20T12:21:03,enterprise_4,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9602, ""longitude"": 2.0051}",90.63.66.150,"{""browser"": ""Firefox"", ""browser_version"": ""113.0"", ""os"": ""MacOS"", ""os_version"": ""13.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-08-21T21:39:00,enterprise_4,True
user_login_event,"{""country_code"": ""FR"", ""continent_code"": ""EU"", ""region_name"": ""Paris"", ""region_code"": ""FR"", ""timezone"": ""Europe/Paris"", ""latitude"": 48.9401, ""longitude"": 2.4137}",195.154.83.120,"{""browser"": ""Chrome"", ""browser_version"": ""114.0"", ""os"": ""MacOS"", ""os_version"": ""12.0"", ""device"": ""Hotel-PC""}",590538,user_1,user,2025-08-22T09:32:34,enterprise_1,True
